Local authority name,Local authority code,Local authority website URL,Service name,Service URL,Operator name,Operator URL,Catalogue URL,Android app URL,iOS app URL,Email,Phone,New member URL,Libraries URL,Mobile libraries URL,Home service URL,Computer access URL,Wifi access URL,Fees and charges URL,Child fine,Adult fine,Fine interval,Fine notes,Fine free URL,Childrens service URL,Instagram name,Facebook page name,Twitter handle,YouTube ID,Flickr ID,Events URL,Eventbrite ID,Google calendar ID,Blog URL,Blog RSS feed,News URL,News signup URL,News RSS feed,Podcast name,Podcast URL,Podcast RSS feed,Borrowbox ID,Borrowbox offer,Overdrive name,Overdrive offer,RBDigital name,RBDigital offer,cloudLibrary name,cloudLibrary offer,uLibrary name,uLibrary offer,Ebook info URL,Audiobook info URL,Emagazines info URL,Ebook supplier,Ebook URL,Audiobook supplier,Audiobook URL,Library management system supplier,Library management system,Online catalogue system,Events,Time to read library,Library notification,Services,Green library
Slough,E06000039,,,https://www.slough.gov.uk/libraries,,,https://slough.spydus.co.uk,,,library@slough.gov.uk,0303 123 0035,https://slough.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/WPAC/JOIN,https://www.slough.gov.uk/libraries/local-libraries-and-opening-times.aspx,,https://www.slough.gov.uk/libraries/home-library-service.aspx,https://www.slough.gov.uk/libraries/services-and-charges.aspx,https://www.slough.gov.uk/libraries/services-and-charges.aspx,https://www.slough.gov.uk/libraries/computers-services/4,£0.20,£0.20,Day,,,,thecurveslough_culture_library,SloughLibraries,SloughLibraries,,,https://www.slough.gov.uk/libraries/library-news-and-events.aspx,,,,,https://www.slough.gov.uk/libraries/library-news-and-events.aspx,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=3663,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=3663,Civica,Spydus,Spydus,,,,,
Solihull,E08000029,,,https://www.solihull.gov.uk/libraries,,,https://solihull.spydus.co.uk,,,libraries@solihull.gov.uk,0121 704 6965,https://www.solihull.gov.uk/Libraries/Join-a-library,https://www.solihull.gov.uk/Libraries/Find-a-library,,https://www.solihull.gov.uk/Libraries/Home-library-service,https://www.solihull.gov.uk/Libraries/Free-internet-access,https://www.solihull.gov.uk/Libraries/Free-internet-access,https://www.solihull.gov.uk/Libraries/Search-renew-and-reserve,£0.00,£0.00,,,https://www.solihull.gov.uk/Libraries/No-library-fines,https://www.solihull.gov.uk/Libraries/Children-and-young-peoples-library,sollibraries,solihulllibraries,SolLibraries,UCEK7wIpcVD-GX2_HybINpGw,,https://solihull.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/WPAC/EVENTS?HOMEPRMS=EVSESPARAMS,,,,,,,,,,,,Audiobooks,,"Ebooks,Audiobooks,Magazines",,,,,,,https://www.solihull.gov.uk/Libraries/eBooks-and-eAudiobooks,https://www.solihull.gov.uk/Libraries/eBooks-and-eAudiobooks,https://www.solihull.gov.uk/Libraries/emagazines,Overdrive,https://libbyapp.com/library/solihulluk,Overdrive,https://libbyapp.com/library/solihulluk,Civica,Spydus,Spydus,,,,,
Somerset,E06000066,,,https://www.somerset.gov.uk/libraries-leisure-and-communities/libraries/,,,https://www.librarieswest.org.uk,https://play.google.com/store/apps/details?id=uk.co.solus.librarieswest,https://itunes.apple.com/us/app/librarieswest/id935637390,librariesmail@somerset.gov.uk,0300 123 2224,https://www.somerset.gov.uk/libraries-leisure-and-communities/libraries/libraries-services/library-membership/#Joining-the-library,https://www.somerset.gov.uk/libraries-leisure-and-communities/libraries/our-libraries/,https://www.somerset.gov.uk/libraries-leisure-and-communities/libraries/library-facilities/mobile-library/,https://www.somerset.gov.uk/libraries-leisure-and-communities/libraries/libraries-services/home-library-service/,https://www.somerset.gov.uk/libraries-leisure-and-communities/libraries/library-facilities/computers-in-libraries,https://www.somerset.gov.uk/libraries-leisure-and-communities/libraries/library-facilities/computers-in-libraries,https://www.somerset.gov.uk/libraries/library-fees-and-charges/,£0.00,£0.25,Day,,,https://www.somerset.gov.uk/libraries-leisure-and-communities/libraries/libraries-services/library-services-for-children/,somersetlibraries,SomersetLibraries,SomersetLib,UCVpDJ68UedcAywjl9xOyV0g,,https://www.somerset.gov.uk/libraries-leisure-and-communities/libraries/events/,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,http://www.borrowbox.com/librarieswest/,RBDigital,https://somerset.rbdigitalglobal.com/,SirsiDynix,Symphony,Enterprise,,,,,
South Ayrshire,S12000028,,,https://www.south-ayrshire.gov.uk/libraries,,,https://library.south-ayrshire.gov.uk,,,Carnegie.Library@south-ayrshire.gov.uk,01292 286385,https://www.south-ayrshire.gov.uk/libraries/join-library.aspx,https://www.south-ayrshire.gov.uk/libraries/branches/,https://www.south-ayrshire.gov.uk/libraries/branches/mobile-library.aspx,https://www.south-ayrshire.gov.uk/libraries/branches/mobile-library.aspx,https://www.south-ayrshire.gov.uk/libraries/computers.aspx,https://www.south-ayrshire.gov.uk/libraries/computers.aspx,,£0.10,£0.10,Day,,,https://www.south-ayrshire.gov.uk/libraries/childrens-library.aspx,southayrshirecouncilculture,salibraries,salibraries,,,https://www.south-ayrshire.gov.uk/libraries/events.aspx,,,https://sayrshirelib.wordpress.com/,https://sayrshirelib.wordpress.com/feed/,,,,,,,,,,,,,,,,,,,,Overdrive,https://south-ayrshire.overdrive.com/,Overdrive,https://south-ayrshire.overdrive.com/,Innovative,Sierra,WebPAC,,,,,
South Gloucestershire,E06000025,,,https://www.southglos.gov.uk/leisure-and-culture/libraries,,,https://www.librarieswest.org.uk,https://play.google.com/store/apps/details?id=uk.co.solus.librarieswest,https://itunes.apple.com/us/app/librarieswest/id935637390,libraries@southglos.gov.uk,01454 868006,https://www.librarieswest.org.uk/client/en_GB/default/?rm=JOIN+THE+LIBRA0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://www.southglos.gov.uk/leisure-and-culture/libraries/,https://www.southglos.gov.uk/leisure-and-culture/libraries/mobile-library/,https://www.southglos.gov.uk/i-am/i-am-disabled/library-services-for-disabled-people/,https://www.southglos.gov.uk/leisure-and-culture/libraries/library-services/computers-and-the-internet-in-libraries/,https://www.southglos.gov.uk/leisure-and-culture/libraries/library-services/computers-and-the-internet-in-libraries/,https://www.southglos.gov.uk/leisure-and-culture/libraries/library-services/library-charges-and-concessions/,£0.00,£0.20,Day,,,https://www.southglos.gov.uk/leisure-and-culture/libraries/libraries-childrens-services/,,sgloslibraries,Southgloslibs,,,https://www.southglos.gov.uk/leisure-and-culture/libraries/events-libraries/,,,,,,,,,,,,,,,,,,,,,,,,Bibliotheca,https://ebook.yourcloudlibrary.com/library/LW/Featured,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6368,SirsiDynix,Symphony,Enterprise,,,,,
South Lanarkshire,S12000029,,,https://www.slleisureandculture.co.uk/info/3/libraries,,,https://www.sllclibrary.co.uk,https://play.google.com/store/apps/details?id=com.solus.southlanarkshirelibraries,https://itunes.apple.com/app/south-lanarkshire-libraries/id507647558,customer.services@southlanarkshireleisure.co.uk,01698 476262,https://www.slleisureandculture.co.uk/info/107/how_to_join,https://www.slleisureandculture.co.uk/info/23/library_locations,https://www.slleisureandculture.co.uk/info/102/mobile_library,https://www.slleisureandculture.co.uk/info/100/home_delivery,https://www.slleisureandculture.co.uk/info/20/internet_and_computers,https://www.slleisureandculture.co.uk/info/211/free_wifi,https://www.slleisureandculture.co.uk/info/421/library_charges,£0.00,£0.00,,,,https://www.slleisureandculture.co.uk/info/19/children_and_young_people,slleisculture,slleisureandculture,SLLeisCulture,UCZtDtty65yTpcfmgrSxGiCw,,https://www.slleisureandculture.co.uk/events/3/libraries,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5651,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5651,Civica,Spydus,Spydus,,,,,checked
South Tyneside,E08000023,,,https://www.southtyneside.gov.uk/article/34329/Libraries,,,https://prism.librarymanagementcloud.co.uk/southtyneside,https://play.google.com/store/apps/details?id=uk.co.solus.SouthTynesideLibraries,https://itunes.apple.com/us/app/south-tyneside-libraries/id1142871586,library.support@southtyneside.gov.uk,0191 427 1818,https://www.southtyneside.gov.uk/article/34354/Join-the-library,https://www.southtyneside.gov.uk/article/34333/Find-a-library,,https://www.southtyneside.gov.uk/article/34373/Home-Reader-service,https://www.southtyneside.gov.uk/article/34356/Computer-and-internet-access,,https://www.southtyneside.gov.uk/article/34394/Loan-periods-and-charges,£0.00,£0.00,,,,https://www.southtyneside.gov.uk/article/34375/Children-and-young-people,,southtynesidelibraries,SouthTyneLibs,,,https://www.southtyneside.gov.uk/article/34374/Reading-groups,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6359,Overdrive,https://southtyneside.overdrive.com,Capita,Alto,Prism,,,,,checked
Southampton,E06000045,,,https://www.southampton.gov.uk/libraries,,,https://southampton.spydus.co.uk,,,,023 8083 3007,,,https://www.southampton.gov.uk/libraries/library-activities/join-a-library.aspx,https://www.southampton.gov.uk/libraries/library-activities/home-library-service.aspx,https://www.southampton.gov.uk/libraries/library-activities/library-computers.aspx,https://www.southampton.gov.uk/libraries/library-activities/library-computers.aspx,https://www.southampton.gov.uk/libraries/library-activities/library-fines-charges.aspx,£0.20,£0.20,Day,,,https://www.southampton.gov.uk/libraries-museums/library-areas/library-children-family.aspx,southampton-central-library,SouthamptonCityLibraries,SotonLibraries,UCj0rBLPmLwHflpMqg66689Q,,https://www.southampton.gov.uk/libraries/library-activities/local-library-activities.aspx,,,,,https://www.southampton.gov.uk/libraries/library-activities,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=3947,RBDigital,https://southampton.rbdigitalglobal.com/,Civica,Spydus,Spydus,"Book Quiz,Twitter Book chat ",,,,checked
Southend-on-Sea,E06000033,,,https://www.southend.gov.uk/libraries,,,https://southend.spydus.co.uk,,,library@southend.gov.uk,01702 215011,https://southend.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/WPAC/JOIN,https://www.southend.gov.uk/directory/2/libraries,https://www.southend.gov.uk/info/200191/library_services/13/library_community_services,https://www.southend.gov.uk/info/200191/library_services/13/library_community_services,https://www.southend.gov.uk/info/200191/library_services/16/services_in_the_library,,https://www.southend.gov.uk/info/200191/library_services/15/library_facilities_and_fees,£0.00,£0.30,Day,,,https://www.southend.gov.uk/info/200187/libraries/10/childrens_library,southend-libraries,southendlibrary,southendlibrary,UCnGP5hGaf7Bh0AC8UhPyZgw,,https://www.eventbrite.co.uk/o/southend-libraries-18530130247,southend-libraries-18530130247,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/login.html?b2bSite=6336,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/login.html?b2bSite=6336,Civica,Spydus,Spydus,,,,,
Southwark,E09000028,,,https://www.southwark.gov.uk/libraries,,,https://southwark.spydus.co.uk,,,southwark.libraries@southwark.gov.uk,,https://southwark.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/WPAC/JOIN,https://www.southwark.gov.uk/libraries/find-a-library,,https://www.southwark.gov.uk/libraries/adults/home-library-service,https://www.southwark.gov.uk/libraries/adults/using-pcs-and-wi-fi-in-libraries,https://www.southwark.gov.uk/libraries/adults/using-pcs-and-wi-fi-in-libraries,https://www.southwark.gov.uk/libraries/membership/fees-and-charges,£0.00,£0.30,Day,,,https://www.southwark.gov.uk/libraries/babies-and-children,,southwarkcouncil,southwarklibs,,,https://www.southwark.gov.uk/events-culture-and-heritage/search?c=59,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4410,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4410,Civica,Spydus,Spydus,,,,,
St. Helens,E08000013,,,https://sthelens.gov.uk/libraries,,,https://sthlibrarieswp.koha-ptfs.co.uk,https://play.google.com/store/apps/details?id=uk.co.solus.sthelens,https://itunes.apple.com/gb/app/st-helens-libraries/id893086972,libraries@sthelens.gov.uk,01744 676952,https://sthelens.gov.uk/article/1931/How-to-join-the-library,https://sthelens.gov.uk/article/1930/Find-your-library,,https://sthelens.gov.uk/article/1933/Home-Delivery-Library-Service,https://sthelens.gov.uk/internet,https://sthelens.gov.uk/internet,https://sthelens.gov.uk/article/3620/Library-fees-and-charges,£0.00,£0.00,,,,https://sthelens.gov.uk/article/3613/Children-and-families,sthlibrariesandarts,STHLibraries,STHLibraries,,,https://sthlibrarieswp.koha-ptfs.co.uk/whats-on/,,,,,,,,,,,,"Ebooks,Audiobooks",,"Magazines,Comics,Audiobooks",,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6390,Overdrive,https://libbyapp.com/library/sthelensuk,PTFS Europe,Koha,Koha,Quiz,checked,,,
Staffordshire,E10000028,,,https://www.staffordshire.gov.uk/Libraries/libraries.aspx,,,https://www.yourlibcat.staffordshire.gov.uk/,,,,,https://www.staffordshire.gov.uk/Libraries/join/ON35Join.aspx,https://www.staffordshire.gov.uk/Libraries/branchlibraries/libraries-map.aspx,https://www.staffordshire.gov.uk/Libraries/mobilelibraries/Locations-served-by-mobile-libraries.aspx,https://www.staffordshire.gov.uk/Libraries/Library-services/Housebound-blind-and-partially-sighted-people.aspx,https://www.staffordshire.gov.uk/Libraries/Library-services/computers/IN42Surf.aspx,https://www.staffordshire.gov.uk/Libraries/Library-services/wifi.aspx,https://www.staffordshire.gov.uk/Libraries/Fees-and-charges/Fees-and-charges-overview.aspx,£0.25,£0.25,Day,,,https://www.staffordshire.gov.uk/Libraries/Library-services/childrenteens/Children-and-young-people.aspx,,staffordshirelibraries,StaffsLibraries,UCk2o8SnYpSosduMshvFO8BQ,,https://www.staffordshire.gov.uk/Libraries/whatson/events-overview.aspx,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6431,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6431,Axiell,OpenGalaxy,Arena,,,,,checked
Stirling,S12000030,,,https://www.stirling.gov.uk/libraries-archives,,,https://scl.ent.sirsidynix.net.uk,https://play.google.com/store/apps/details?id=uk.co.solus.stirling&hl=en_GB,https://apps.apple.com/gb/app/stirling-libraries/id641055564,libraryheadquarters@stirling.gov.uk,01786 237553,https://www.stirling.gov.uk/libraries-archives/join-the-library/,https://www.stirling.gov.uk/libraries-archives/stirling-libraries-map/,https://www.stirling.gov.uk/libraries-archives/your-local-library-catalogue-search/mobile-libraries/,,,,https://www.stirling.gov.uk/libraries-archives/your-local-library-catalogue-search/charges-fines/,£0.00,£0.00,,,,https://www.stirling.gov.uk/libraries-archives/libraries-for-children-families/,stirlinglibraries,StirlingLibs,StirlingLibs,,,https://www.stirling.gov.uk/events,,,,,,,,,,,,,,,,,,,,,,,,RBDigital,https://stirling.rbdigitalglobal.com/,RBDigital,https://stirling.rbdigitalglobal.com/,SirsiDynix,Symphony,Enterprise,,,,,
Stockport,E08000007,,,https://www.stockport.gov.uk/topic/libraries,,,https://stockport.spydus.co.uk,https://play.google.com/store/apps/details?id=com.civicalld.spydusmobile,https://itunes.apple.com/gb/app/spydus-mobile/id657672156,libraries@stockport.gov.uk,0161 217 6009,https://www.stockport.gov.uk/join-your-local-library,https://www.stockport.gov.uk/opening-times-libraries,,https://www.stockport.gov.uk/home-library-service,https://www.stockport.gov.uk/wi-fi-and-computers,https://www.stockport.gov.uk/wi-fi-and-computers,https://www.stockport.gov.uk/join-your-local-library/how-to-join-a-library,£0.10,£0.20,Day,,,https://www.stockport.gov.uk/topic/activities-for-children,,stockportlibraries,SMBC_Libraries,,,https://www.stockport.gov.uk/events?Category=Libraries,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5621,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5621,Civica,Spydus,Spydus,,checked,,,checked
Stockton-on-Tees,E06000004,,,https://www.stockton.gov.uk/libraries,,,https://prism.librarymanagementcloud.co.uk/stockton,https://play.google.com/store/apps/details?id=uk.co.solus.stocktonlibraries,https://itunes.apple.com/gb/app/stockton-libraries/id589006151,stocktonborough.libraries@stockton.gov.uk,01642 526522,https://www.stockton.gov.uk/arts-culture-and-leisure/libraries/how-to-join-a-library/,https://www.stockton.gov.uk/arts-culture-and-leisure/libraries/find-a-local-library/,https://www.stockton.gov.uk/arts-culture-and-leisure/libraries/find-a-local-library/library-mobile-services/,https://www.stockton.gov.uk/arts-culture-and-leisure/libraries/find-a-local-library/library-mobile-services/,https://www.stockton.gov.uk/arts-culture-and-leisure/libraries/online-library-services-ebooks-and-computer-facilities/,https://www.stockton.gov.uk/arts-culture-and-leisure/libraries/online-library-services-ebooks-and-computer-facilities/,https://www.stockton.gov.uk/library-fees,£0.00,£0.00,,,,https://www.stockton.gov.uk/arts-culture-and-leisure/libraries/children-and-young-persons-library/,stocktonlibraries,StocktonLibraries,stocktonlibrary,stocktonlibraries,,https://www.stockton.gov.uk/arts-culture-and-leisure/libraries/library-events-and-activities/,,,,,,,,,,,,,,,,,,,,,,,,Overdrive,https://e-stockton.overdrive.com/,RBDigital,https://stockton.rbdigitalglobal.com/,Capita,Alto,Prism,,,,,
Stoke-on-Trent,E06000021,,,https://www.stoke.gov.uk/info/20036/libraries,,,https://librariesonline.stoke.gov.uk,,,central.library@stoke.gov.uk,01782 238455,https://www.stoke.gov.uk/info/20036/libraries/68/how_to_join_the_library,https://www.stoke.gov.uk/directory/4/libraries/search,,,,,https://www.stoke.gov.uk/directory_record/333468/library_fees_and_charges,£0.00,£0.15,Day,,,https://librariesonline.stoke.gov.uk/iguana/www.main.cls?p=7d3d1c0a-3760-11e5-bfe1-03ba06ef7900&v=767cd718-3763-11e5-8d4c-03ba06ef7900,,stokeontrentlibraries,SoTLibraries,,,https://www.stoke.gov.uk/events/20036/libraries,,,,,,,,,,,,,,,,,,,,,,,,Bibliotheca,https://ebook.yourcloudlibrary.com/library/stokeontrentlib/Featured,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6458,Infor,V-Smart,Iguana,Creative Writing,,,,
Suffolk,E10000029,,,https://www.suffolklibraries.co.uk,,,https://suffolk.spydus.co.uk,,,help@suffolklibraries.co.uk,01473 351249,https://suffolk.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/OPAC/JOIN,https://www.suffolklibraries.co.uk/libraries,https://www.suffolklibraries.co.uk/mobiles-home/,https://www.suffolklibraries.co.uk/mobiles-home/home/,https://www.suffolklibraries.co.uk/help/using-library-pcs,https://www.suffolklibraries.co.uk/help/using-wifi-in-libraries,https://www.suffolklibraries.co.uk/borrow/help/borrowing-physical-titles/borrowing-periods-and-overdue-charges-for-physical-titles,£0.15,£0.15,Day,Very small young adult fine,,https://www.suffolklibraries.co.uk/parents-carers-and-children/,suffolklibraries,SuffolkLibraries,SuffolkLibrary,UCDt54wMM-k0rCAXEZ1XwFWA,,https://www.suffolklibraries.co.uk/events-activities/,,,,,https://www.suffolklibraries.co.uk/news/,,,,,,,,,,,,,,,,,,,Overdrive,https://suffolklibraries.overdrive.com,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4172,Civica,Spydus,Spydus,,,,,
Sunderland,E08000024,,,https://www.sunderland.gov.uk/libraries,,,https://libraries.sunderland.gov.uk/client/en_GB/default,https://play.google.com/store/apps/details?id=uk.co.solus.SunderlandLibraries,https://itunes.apple.com/gb/app/sunderland-libraries/id976185291,enquiry.desk@sunderland.gov.uk, 0191 520 5553,https://www.sunderland.gov.uk/libraries-renewals,https://www.sunderland.gov.uk/libraries-local,,https://www.sunderland.gov.uk/booksathome,https://www.sunderland.gov.uk/article/12828/Wi-Fi-and-computers,https://www.sunderland.gov.uk/article/12828/Wi-Fi-and-computers,https://www.sunderland.gov.uk/article/12852/Fees-and-charges,£0.11,£0.24,Day,,,,,SunderlandLibraries,slibraries,,,https://www.sunderland.gov.uk/whats-on-in-libraries,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=3623,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=3623,SirsiDynix,Symphony,Enterprise,,,,,checked
Surrey,E10000030,,,https://www.surreycc.gov.uk/libraries,,,https://arena.surreylibraries.org,https://play.google.com/store/apps/details?id=uk.co.solus.surrey,https://itunes.apple.com/gb/app/surrey-libraries-app/id641052817,libraries@surreycc.gov.uk,0300 200 1001,https://www.surreycc.gov.uk/libraries/your-library/join-your-library,https://www.surreycc.gov.uk/libraries/your-library/find-your-nearest,,https://www.surreycc.gov.uk/libraries/people-with-disabilities/libraries-direct,https://www.surreycc.gov.uk/libraries/your-library/library-services-and-charges/book-a-computer,https://www.surreycc.gov.uk/libraries/your-library/library-policies-and-procedures/provision-of-public-access-terminals-and-wifi-in-libraries-policy-statement,https://www.surreycc.gov.uk/libraries/your-library/library-services-and-charges,£0.30,£0.30,Day,,,https://www.surreycc.gov.uk/libraries/children-and-teens,surrey.librariesuk,SurreyLibrariesUK,SurreyLibraries,UCI2t8iIVp7Jma5qA8pJBtTA,,https://www.surreycc.gov.uk/libraries/news-and-events/regular-events-reading-groups,,,,,https://www.surreycc.gov.uk/libraries/news-and-events/library-news,,,,,,6471,Audiobooks,,,surrey,"Audiobooks,Ebooks,Magazines,Comics",,,surrey,Audiobooks,https://www.surreycc.gov.uk/libraries/borrow-or-renew/ebooks-eaudiobooks-emagazines,https://www.surreycc.gov.uk/libraries/borrow-or-renew/ebooks-eaudiobooks-emagazines,https://www.surreycc.gov.uk/libraries/borrow-or-renew/ebooks-eaudiobooks-emagazines,RBDigital,https://surrey.rbdigitalglobal.com,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6471,SirsiDynix,Symphony,Enterprise,,,,,checked
Sutton,E09000029,,,https://www.sutton.gov.uk/info/200168/libraries_museums_archives_and_arts,,,https://llc.ent.sirsidynix.net.uk/client/en_GB/sutton,https://play.google.com/store/apps/details?id=uk.co.solus.LLC,https://apps.apple.com/us/app/my-library-app/id1475794558,,020 8770 4545,https://llc.ent.sirsidynix.net.uk/client/en_GB/sutton/?rm=JOIN+THE+LIBRA2%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://llc.ent.sirsidynix.net.uk/client/en_GB/sutton/?rm=LIBRARIES0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,,https://llc.ent.sirsidynix.net.uk/client/en_GB/sutton/?rm=LIBRARY+SERVIC0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://llc.ent.sirsidynix.net.uk/client/en_GB/sutton/?rm=LIBRARY+SERVIC0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://llc.ent.sirsidynix.net.uk/client/en_GB/sutton/?rm=LIBRARY+SERVIC0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://llc.ent.sirsidynix.net.uk/client/en_GB/sutton/?rm=LIBRARY+FEES+%260%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,£0.35,£0.35,Day,,,https://llc.ent.sirsidynix.net.uk/client/en_GB/sutton/?rm=CHILDREN%27S+SER0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,suttonlibrarieslondon,suttonlibrarieslondon,SuttonLibraries,UCRqvsmkrhUG9YmLsSvVluwg,,https://www.eventbrite.co.uk/o/sutton-cultural-services-17503239983,sutton-cultural-services-17503239983,,,,https://llc.ent.sirsidynix.net.uk/client/en_GB/sutton/?rm=NEWS0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,,,The Library Talks,https://soundcloud.com/suttonlibrarieslondon,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4310,Overdrive,https://llc.overdrive.com,SirsiDynix,Symphony,Enterprise,,,,,
Swansea,W06000011,,,https://www.swansea.gov.uk/libraries,,,https://wales.ent.sirsidynix.net.uk/client/en_GB/swan_en,https://play.google.com/store/apps/details?id=uk.co.solus.LlyfrgelloeddCymru,https://apps.apple.com/us/app/id1528016233,libraryline@swansea.gov.uk,01792 637503,https://www.swansea.gov.uk/joinalibrary,https://www.swansea.gov.uk/swansealibraries,,https://www.swansea.gov.uk/librarycommunityservices,https://www.swansea.gov.uk/swansealibraries,https://www.swansea.gov.uk/joinalibrary,https://www.swansea.gov.uk/librarycharges,£0.00,£0.00,,,,https://www.swansea.gov.uk/childrenslibrary,swansea_libraries,swansealibraries,LibraryLine,swansealibraries,,https://www.swansea.gov.uk/libraryevents,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4111,RBDigital,https://swansea.rbdigitalglobal.com/,SirsiDynix,Symphony,Portfolio,,,,,
Swindon,E06000030,,,https://www.swindon.gov.uk/libraries,,,https://prism.librarymanagementcloud.co.uk/swindon,,,libraries@swindon.gov.uk,01793 463238,https://www.swindon.gov.uk/info/20026/libraries/298/join_the_library,https://www.swindon.gov.uk/info/20026/libraries/888/library_locations_and_opening_hours,,https://www.swindon.gov.uk/info/20026/libraries/295/find_out_about_the_home_library_service,https://www.swindon.gov.uk/info/20026/libraries/283/library_computers_internet_access_and_wifi,https://www.swindon.gov.uk/info/20026/libraries/283/library_computers_internet_access_and_wifi,https://www.swindon.gov.uk/info/20057/books_and_reading_services/508/find_library_fees_and_charges,£0.00,£0.35,Day,,,https://www.swindon.gov.uk/info/20058/childrens_library_services/292/childrens_library,swindon-central-library,SwindonLIS,SwindonLibrary,SwindonLibraries,,https://www.swindon.gov.uk/events,swindon-libraries-amp-information-service-5621588577,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4691,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4691,Capita,Alto,Prism,,,,,
Tameside,E08000008,,,https://www.tameside.gov.uk/libraries,,,https://tameside.spydus.co.uk,https://play.google.com/store/apps/details?id=com.civicalld.spydusmobile,https://itunes.apple.com/gb/app/spydus-mobile/id657672156,,0161 342 2031,https://www.tameside.gov.uk/libraries/joining/information,https://www.tameside.gov.uk/libraries/openingtimes,,https://www.tameside.gov.uk/libraries/homeservice,https://www.tameside.gov.uk/libraries/computer,https://www.tameside.gov.uk/Libraries/Wifi-Service-at-Libraries,https://www.tameside.gov.uk/Libraries/Library-Fees-and-Charges,£0.00,£0.23,Day,,,https://www.tameside.gov.uk/libraries/childrens,,TamesideLibraries,tmbc_culture,,,http://whatson.tameside.gov.uk/eventscalendar/index.asp,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5631,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5631,Civica,Spydus,Spydus,,checked,,,checked
