name,code,postcode,address,website,email,opened,closed
Malpas Library and Information Centre,W06000022,NP20 6WF,"Malpas Library, Pillmawr Road, Newport, Monmouthshire, NP20 6WF, Wales",http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Find-a-library/Malpas-Library-and-Information-Centre.aspx,mailto:malpas.library@newport.gov.uk,,
Newport Central Library,W06000022,NP20 1PA,"Newport Central Library, John Frost Square, Newport, Monmouthshire, NP20 1PA, Wales",http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Find-a-library/Central-Library.aspx,,,
Pillgwenlly Library and Information Centre,W06000022,NP20 2GW,"Pillgwenlly Library, 110-111 Commercial Road, Newport. NP20 2GW",http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Find-a-library/Pillgwenlly-Library-and-Information-Centre.aspx,mailto:pillgwenlly.library@newport.gov.uk,,
Ringland Library and Information Centre,W06000022,NP19 9PS,"Ringland Library, Ringland Centre, Newport, Monmouthshire, NP19 9PS, Wales",http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Find-a-library/Ringland-Library-and-Information-Centre.aspx,mailto:ringland.library@newport.gov.uk,,
Rogerstone Library,W06000022,NP10 9EL,"Rogerstone Library, Tregwilym Road, Newport, Monmouthshire, NP10 9EL, Wales",http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Find-a-library/Rogerstone-Library-and-Information-Centre.aspx,mailto:rogerstone.library@newport.gov.uk,,
St. Julian's Library,W06000022,NP19 7UB,"St. Julian's Community Learning and Library Centre, St. Julian’s Community Learning and Library Centre,  Beaufort Road,  Newport NP19 7UB",http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Find-a-library/St-Julians-Community-Learning-and-Library-Centre.aspx,mailto:stjulians.cllc@newport.gov.uk,,
Tredegar House Library,W06000022,NP10 8YW,"Tredegar House Library and Information Centre, Tredegar House Library,  Pencarn Way,  Newport NP10 8YW",http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Find-a-library/Tredegar-House-Library-and-Information-Centre.aspx,mailto:library.tredegarhouse@newport.gov.uk,,
Brecon Library,W06000023,LD3 9AE,"Brecon Library, Ship Street, Brecon, Powys, LD3 9AE, Wales",http://www.powys.gov.uk/en/libraries/find-nearest-library/brecon-library/,mailto:brecon.library@powys.gov.uk,1969-07-23T00:00:00Z,
Builth Wells Library,W06000023,LD2 3BA,"Builth Wells Library, Antur Gwy,  Park Road,  Builth Wells,  Powys,  LD2 3BA",http://www.powys.gov.uk/en/libraries/find-nearest-library/builth-wells-library/,mailto:builth.library@powys.gov.uk,,
Crickhowell Library,W06000023,NP8 1BJ,"Crickhowell Library, Silver Street, Crickhowell, Powys, NP8 1BJ, Wales",http://www.powys.gov.uk/en/libraries/find-nearest-library/crickhowell-library/,mailto:crickhowell.library@powys.gov.uk,,
Hay on Wye Library,W06000023,HR3 5BL,"Hay-on-Wye Library, Chancery Lane, Hay-On-Wye, Powys, HR3 5BL, Wales",http://www.powys.gov.uk/en/libraries/find-nearest-library/hay-on-wye-library/,mailto:hay.library@powys.gov.uk,,
Knighton Library,W06000023,LD7 1DR,"Knighton Library, Knighton Library,  Knighton Community Centre,  Bowling Green Lane,  Knighton,  Powys,  LD7 1DR",http://www.powys.gov.uk/index.php?id=882&L=0,mailto:knighton.library@powys.gov.uk,,
Llandrindod Wells Library,W06000023,LD1 6AA,"Llandrindod Library, Library Service Llandrindod Wells, The Gwalia, Ithon Road, Llandrindod Wells,  Powys,  LD1 6AA",http://www.powys.gov.uk/en/libraries/find-nearest-library/llandrindod-wellslibrary/,mailto:llandrindod.library@powys.gov.uk,,
Llanfair Caereinion Library,W06000023,SY21 0RY,"Llanfair Caereinion Library, The Institute, Llanfair Caereinion, Powys, SY21 0RY, Wales",http://www.powys.gov.uk/en/libraries/find-nearest-library/llanfair-caereinion-library/,mailto:llanfair.library@powys.gov.uk,1913-10-15T00:00:00Z,
Llanfyllin Library,W06000023,SY22 5BB,"Llanfyllin Library, Youth and Community Centre,  Council Buildings, Llanfyllin, Powys, SY22 5BB, Wales",http://www.powys.gov.uk/en/libraries/find-nearest-library/llanfyllin-library/,mailto:llanfyllin.library@powys.gov.uk,,
Llanidloes Library,W06000023,SY18 6BN,"Llanidloes Library, Library Service Llanidloes Llanidloes Town Hall,  Great Oak Street,  Llanidloes,  Powys,  SY18 6BN",http://www.powys.gov.uk/en/libraries/find-nearest-library/llanidloes-library/,mailto:llanidloes.library@powys.gov.uk,,
Llanwrtyd Library,W06000023,LD5 4RA,"Llanwrtyd Wells Library, Library Service Llanwrtyd,  Ysgol Dolafon C.P. Llanwrtyd Wells,  Powys,  LD5 4RA",http://www.powys.gov.uk/en/libraries/find-nearest-library/llanwrtyd-library/,mailto:llanwrtyd.library@powys.gov.uk,,
Machynlleth Library,W06000023,SY20 8DY,"Machynlleth Library, Maengwyn Street, Machynlleth, Powys, SY20 8DY, Wales",http://www.powys.gov.uk/en/libraries/find-nearest-library/machynlleth-library/,mailto:machynlleth.library@powys.gov.uk,,
Montgomery Library,W06000023,SY15 6RA,"Montgomery Library, Arthur Street, Montgomery, Powys, SY15 6RA, Wales",http://www.powys.gov.uk/en/libraries/find-nearest-library/montgomery-library/,,,
Newtown Library,W06000023,SY16 1EJ,"Newtown Library, Park Lane, Newtown, Powys, SY16 1EJ, Wales",http://www.powys.gov.uk/en/libraries/find-nearest-library/newtown-library/,mailto:newtown.library@powys.gov.uk,,
Presteigne Library,W06000023,LD8 2AD,"Presteigne Library, Market Hall,  Broad Street, Presteigne, Powys, LD8 2AD, Wales",http://www.powys.gov.uk/en/libraries/find-nearest-library/presteigne-library/,mailto:presteigne.library@mail.powys.gov.uk,,
Rhayader Library,W06000023,LD6 5AB,"Rhayader Library, West Street, Rhayader, Powys, LD6 5AB, Wales",http://www.powys.gov.uk/en/libraries/find-nearest-library/rhayader-library/,mailto:rhayader.library@powys.gov.uk,,
Talgarth Library,W06000023,LD3 0AH,"Talgarth Library, New Street, Talgarth, Powys, LD3 0AH, Wales",http://www.powys.gov.uk/en/libraries/find-nearest-library/talgarth-library/,mailto:talgarth.library@powys.gov.uk,,
Welshpool Library,W06000023,SY21 7AQ,"Y Lanfa / The Wharf: Powysland Museum & Welshpool Library, The Canal Wharf,Welshpool, Powys",http://www.powys.gov.uk/en/libraries/find-nearest-library/welshpool-library/,mailto:welshpool.library@powys.gov.uk,,
Ystradgynlais Library,W06000023,SA9 1JJ,"Ystradgynlais Library, Temperance Street, Ystradgynlais, Powys, SA9 1JJ, Wales",http://www.powys.gov.uk/en/libraries/find-nearest-library/ystradgynlais-library/,mailto:ystrad.library@powys.gov.uk,,
Aberfan Library,W06000024,CF48 4QE,"Aberfan Community Library , Pantglas Road,  Aberfan,  CF48 4QE",http://www.merthyrlibraries.co.uk/our-libraries/aberfan-community-library.aspx#firstab-2,,,
Dowlais Library,W06000024,CF48 3HS,"Dowlais Library, Church Street, Dowlais, Merthyr Tydfil, Merthyr Tydfil, CF48 3HS, Wales",http://www.merthyrlibraries.co.uk/our-libraries/dowlais-library.aspx,,1907-01-11T00:00:00Z,
Merthyr Library Hub,W06000024,CF48 1UT,"Merthyr Library Hub, Merthyr Tydfil Leisure Centre,  CF48 1UT",http://www.merthyrlibraries.co.uk/our-libraries/library-hub.aspx,,,
Merthyr Tydfil Central Library,W06000024,CF47 8AF,"Central Library, High Street,  Merthyr Tydfil,  CF47 8AF,  Wales",http://www.merthyrlibraries.co.uk/our-libraries/central-library.aspx,,,
Treharris Library,W06000024,CF46 5ET,"Treharris Library, Perrott Street, Treharris, Merthyr Tydfil, Merthyr Tydfil, CF46 5ET, Wales",http://www.merthyrlibraries.co.uk/our-libraries/treharris-library.aspx,,1909-10-01T00:00:00Z,
